PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"10947263","Leaf position verification during dynamic beam delivery: a comparison of three applications using electronic portal imaging","Partridge M, Evans PM, van Herk M, Ploeger LS, Budgell GJ, James HV.","Med Phys. 2000 Jul;27(7):1601-9. doi: 10.1118/1.599026.","Partridge M","Med Phys","2000","2000/08/18","","","10.1118/1.599026"
"10947262","Quality assurance for a treatment planning system in scanned ion beam therapy","Jäkel O, Hartmann GH, Karger CP, Heeg P, Rassow J.","Med Phys. 2000 Jul;27(7):1588-600. doi: 10.1118/1.599025.","Jäkel O","Med Phys","2000","2000/08/18","","","10.1118/1.599025"
"10947261","Photon dose calculation of a three-dimensional treatment planning system compared to the Monte Carlo code BEAM","Francescon P, Cavedon C, Reccanello S, Cora S.","Med Phys. 2000 Jul;27(7):1579-87. doi: 10.1118/1.599024.","Francescon P","Med Phys","2000","2000/08/18","","","10.1118/1.599024"
"10947260","Inverse planning incorporating organ motion","Li JG, Xing L.","Med Phys. 2000 Jul;27(7):1573-8. doi: 10.1118/1.599023.","Li JG","Med Phys","2000","2000/08/18","","","10.1118/1.599023"
"10947259","Functional magnetic resonance imaging aided radiation treatment planning","Liu WC, Schulder M, Narra V, Kalnin AJ, Cathcart C, Jacobs A, Lange G, Holodny AI.","Med Phys. 2000 Jul;27(7):1563-72. doi: 10.1118/1.599022.","Liu WC","Med Phys","2000","2000/08/18","","","10.1118/1.599022"
"10947258","Absorbed fractions in a voxel-based phantom calculated with the MCNP-4B code","Yoriyaz H, dos Santos A, Stabin MG, Cabezas R.","Med Phys. 2000 Jul;27(7):1555-62. doi: 10.1118/1.599021.","Yoriyaz H","Med Phys","2000","2000/08/18","","","10.1118/1.599021"
"10947257","Methods to determine the fluorescence and Auger spectra due to decay of radionuclides or due to a single atomic-subshell ionization and comparisons with experiments","Stepanek J.","Med Phys. 2000 Jul;27(7):1544-54. doi: 10.1118/1.599020.","Stepanek J","Med Phys","2000","2000/08/18","","","10.1118/1.599020"
"10947256","Design and evaluation of an LSO PET detector for breast cancer imaging","Doshi NK, Shao Y, Silverman RW, Cherry SR.","Med Phys. 2000 Jul;27(7):1535-43. doi: 10.1118/1.599019.","Doshi NK","Med Phys","2000","2000/08/18","","","10.1118/1.599019"
"10947255","Implementation of a Tc-99m and Ce-139 scanning line source for attenuation correction in SPECT using a dual opposing detector scintillation camera","du Raan H, du Toit PD, van Aswegen A, Lötter MG, Herbst CP, van der Walt TN, Otto AC.","Med Phys. 2000 Jul;27(7):1523-34. doi: 10.1118/1.599018.","du Raan H","Med Phys","2000","2000/08/18","","","10.1118/1.599018"
"10947254","Feature selection and classifier performance in computer-aided diagnosis: the effect of finite sample size","Sahiner B, Chan HP, Petrick N, Wagner RF, Hadjiiski L.","Med Phys. 2000 Jul;27(7):1509-22. doi: 10.1118/1.599017.","Sahiner B","Med Phys","2000","2000/08/18","PMC5713476","NIHMS895980","10.1118/1.599017"
"10947253","Improved image quality in digital mammography with image processing","Baydush AH, Floyd CE Jr.","Med Phys. 2000 Jul;27(7):1503-8. doi: 10.1118/1.599016.","Baydush AH","Med Phys","2000","2000/08/18","","","10.1118/1.599016"
"10947252","Direct measurement of mammographic x-ray spectra using a CdZnTe detector","Matsumoto M, Yamamoto A, Honda I, Taniguchi A, Kanamori H.","Med Phys. 2000 Jul;27(7):1490-502. doi: 10.1118/1.599015.","Matsumoto M","Med Phys","2000","2000/08/18","","","10.1118/1.599015"
"10947251","Physicists directing training programs should cooperate to align student enrollment with market demand for medical physicists","Tolbert D, Zagzebski JA.","Med Phys. 2000 Jul;27(7):1487-9. doi: 10.1118/1.599042.","Tolbert D","Med Phys","2000","2000/08/18","","","10.1118/1.599042"
"10902563","Accuracy and variability assessment of a semiautomatic technique for segmentation of the carotid arteries from three-dimensional ultrasound images","Gill JD, Ladak HM, Steinman DA, Fenster A.","Med Phys. 2000 Jun;27(6):1333-42. doi: 10.1118/1.599014.","Gill JD","Med Phys","2000","2000/07/21","","","10.1118/1.599014"
"10902562","Performance of a 41X41-cm2 amorphous silicon flat panel x-ray detector for radiographic imaging applications","Granfors PR, Aufrichtig R.","Med Phys. 2000 Jun;27(6):1324-31. doi: 10.1118/1.599010.","Granfors PR","Med Phys","2000","2000/07/21","","","10.1118/1.599010"
"10902561","Cone-beam computed tomography with a flat-panel imager: initial performance characterization","Jaffray DA, Siewerdsen JH.","Med Phys. 2000 Jun;27(6):1311-23. doi: 10.1118/1.599009.","Jaffray DA","Med Phys","2000","2000/07/21","","","10.1118/1.599009"
"10902560","Stereomammography: evaluation of depth perception using a virtual 3D cursor","Goodsitt MM, Chan HP, Hadjiiski L.","Med Phys. 2000 Jun;27(6):1305-10. doi: 10.1118/1.599008.","Goodsitt MM","Med Phys","2000","2000/07/21","","","10.1118/1.599008"
"10902559","Monte Carlo validation in diagnostic radiological imaging","Boone JM, Buonocore MH, Cooper VN 3rd.","Med Phys. 2000 Jun;27(6):1294-304. doi: 10.1118/1.599007.","Boone JM","Med Phys","2000","2000/07/21","","","10.1118/1.599007"
"10902558","In vivo dosimetry: intercomparison between p-type based and n-type based diodes for the 16-25 MV energy range","Jornet N, Ribas M, Eudaldo T.","Med Phys. 2000 Jun;27(6):1287-93. doi: 10.1118/1.599013.","Jornet N","Med Phys","2000","2000/07/21","","","10.1118/1.599013"
"10902557","Feasibility of linear arrays for interstitial ultrasound thermal therapy","Chopra R, Bronskill MJ, Foster FS.","Med Phys. 2000 Jun;27(6):1281-6. doi: 10.1118/1.599006.","Chopra R","Med Phys","2000","2000/07/21","","","10.1118/1.599006"
"10902556","Experimental measurements of dosimetric parameters on the transverse axis of a new 125I source","Li Z, Fan JJ, Palta JR.","Med Phys. 2000 Jun;27(6):1275-80. doi: 10.1118/1.599005.","Li Z","Med Phys","2000","2000/07/21","","","10.1118/1.599005"
"10902555","The impact of electron transport on the accuracy of computed dose","Arnfield MR, Siantar CH, Siebers J, Garmon P, Cox L, Mohan R.","Med Phys. 2000 Jun;27(6):1266-74. doi: 10.1118/1.599004.","Arnfield MR","Med Phys","2000","2000/07/21","","","10.1118/1.599004"
"10902554","An analysis of the relationship between radiosensitivity and volume effects in tumor control probability modeling","Buffa FM, Fenwick JD, Nahum AE.","Med Phys. 2000 Jun;27(6):1258-65. doi: 10.1118/1.599003.","Buffa FM","Med Phys","2000","2000/07/21","","","10.1118/1.599003"
"10902553","Intensity modulated radiotherapy with charged particle beams: studies of inverse treatment planning for rotation therapy","Oelfke U, Bortfeld T.","Med Phys. 2000 Jun;27(6):1246-57. doi: 10.1118/1.599002.","Oelfke U","Med Phys","2000","2000/07/21","","","10.1118/1.599002"
"10902552","Beam orientation optimization in intensity-modulated radiation treatment planning","Pugachev AB, Boyer AL, Xing L.","Med Phys. 2000 Jun;27(6):1238-45. doi: 10.1118/1.599001.","Pugachev AB","Med Phys","2000","2000/07/21","","","10.1118/1.599001"
"10902551","The impact of fluctuations in intensity patterns on the number of monitor units and the quality and accuracy of intensity modulated radiotherapy","Mohan R, Arnfield M, Tong S, Wu Q, Siebers J.","Med Phys. 2000 Jun;27(6):1226-37. doi: 10.1118/1.599000.","Mohan R","Med Phys","2000","2000/07/21","","","10.1118/1.599000"
"10902550","Clinical reference dosimetry: comparison between AAPM TG-21 and TG-51 protocols","Ding GX, Cygler JE, Kwok CB.","Med Phys. 2000 Jun;27(6):1217-25. doi: 10.1118/1.598999.","Ding GX","Med Phys","2000","2000/07/21","","","10.1118/1.598999"
"10902549","American radium engenders telecurie therapy during World War I","Robison R.","Med Phys. 2000 Jun;27(6):1212-6. doi: 10.1118/1.598998.","Robison R","Med Phys","2000","2000/07/21","","","10.1118/1.598998"
"10902548","With the expectation that cancer detection and treatment will occur increasingly at the molecular and gene levels, medical physics trainees should take courses in molecular biology and genetics","Croft BY, Orton CG.","Med Phys. 2000 Jun;27(6):1209-11. doi: 10.1118/1.599012.","Croft BY","Med Phys","2000","2000/07/21","","","10.1118/1.599012"
"10841429","Comment on ""Medical physics graduate programs should focus on education and research and leave clinical training to residencies: [Med Phys 26, 2051-2053 (1999)]","Gibbons JP, Mutic S.","Med Phys. 2000 May;27(5):1204-5. doi: 10.1118/1.598985.","Gibbons JP","Med Phys","2000","2000/06/07","","","10.1118/1.598985"
"10841428","Comment on ""Multileaf collimator interleaf transmission"" [Med. Phys. 26, 176-186 (1999)]","Froehlich S.","Med Phys. 2000 May;27(5):1203. doi: 10.1118/1.598997.","Froehlich S","Med Phys","2000","2000/06/07","","","10.1118/1.598997"
"10841427","Scanning thermoacoustic tomography in biological tissue","Ku G, Wang LV.","Med Phys. 2000 May;27(5):1195-202. doi: 10.1118/1.598984.","Ku G","Med Phys","2000","2000/06/07","","","10.1118/1.598984"
"10841426","Neural network based algorithm to quantify joint space width in joints of the hand for arthritis assessment","Duryea J, Jiang Y, Zakharevich M, Genant HK.","Med Phys. 2000 May;27(5):1185-94. doi: 10.1118/1.598983.","Duryea J","Med Phys","2000","2000/06/07","","","10.1118/1.598983"
"10841425","Depth-segmented detector for x-ray absorptiometry","Stevens GM, Pelc NJ.","Med Phys. 2000 May;27(5):1174-84. doi: 10.1118/1.598982.","Stevens GM","Med Phys","2000","2000/06/07","","","10.1118/1.598982"
"10841424","Comparison of trabecular bone architecture in young and old bones","Tabor Z, Rokita E.","Med Phys. 2000 May;27(5):1165-73. doi: 10.1118/1.598981.","Tabor Z","Med Phys","2000","2000/06/07","","","10.1118/1.598981"
"10841423","New water equivalent liquid scintillation solutions for 3D dosimetry","Kirov AS, Shrinivas S, Hurlbut C, Dempsey JF, Binns WR, Poblete JL.","Med Phys. 2000 May;27(5):1156-64. doi: 10.1118/1.598993.","Kirov AS","Med Phys","2000","2000/06/07","","","10.1118/1.598993"
"10841422","Saturation current and collection efficiency for ionization chambers in pulsed beams","DeBlois F, Zankowski C, Podgorsak EB.","Med Phys. 2000 May;27(5):1146-55. doi: 10.1118/1.598992.","DeBlois F","Med Phys","2000","2000/06/07","","","10.1118/1.598992"
"10841421","Magnetic resonance imaging of thermal coagulation effects in a phantom for calibrating thermal therapy devices","Bouchard LS, Bronskill MJ.","Med Phys. 2000 May;27(5):1141-5. doi: 10.1118/1.598980.","Bouchard LS","Med Phys","2000","2000/06/07","","","10.1118/1.598980"
"10841420","Theoretical study of temperature elevation at muscle/bone interface during ultrasound hyperthermia","Lin WL, Liauh CT, Chen YY, Liu HC, Shieh MJ.","Med Phys. 2000 May;27(5):1131-40. doi: 10.1118/1.598979.","Lin WL","Med Phys","2000","2000/06/07","","","10.1118/1.598979"
"10841419","A variable speed translating couch technique for total body irradiation","Chrétien M, Côté C, Blais R, Brouard L, Roy-Lacroix L, Larochelle M, Roy R, Pouliot J.","Med Phys. 2000 May;27(5):1127-30. doi: 10.1118/1.598978.","Chrétien M","Med Phys","2000","2000/06/07","","","10.1118/1.598978"
"10841418","Radiobiological significance of beamline dependent proton energy distributions in a spread-out Bragg peak","Paganetti H, Goitein M.","Med Phys. 2000 May;27(5):1119-26. doi: 10.1118/1.598977.","Paganetti H","Med Phys","2000","2000/06/07","","","10.1118/1.598977"
"10841417","What is the best proton energy for accelerator-based BNCT using the 7Li(p,n)7Be reaction?","Allen DA, Beynon TD.","Med Phys. 2000 May;27(5):1113-8. doi: 10.1118/1.598976.","Allen DA","Med Phys","2000","2000/06/07","","","10.1118/1.598976"
"10841416","Monte Carlo calculations and experimental measurements of dosimetry parameters of a new 103Pd source","Li Z, Palta JR, Fan JJ.","Med Phys. 2000 May;27(5):1108-12. doi: 10.1118/1.598975.","Li Z","Med Phys","2000","2000/06/07","","","10.1118/1.598975"
"10841415","High resolution computed tomography and MRI for monitoring lung tumor growth in mice undergoing radioimmunotherapy: correlation with histology","Kennel SJ, Davis IA, Branning J, Pan H, Kabalka GW, Paulus MJ.","Med Phys. 2000 May;27(5):1101-7. doi: 10.1118/1.598974.","Kennel SJ","Med Phys","2000","2000/06/07","","","10.1118/1.598974"
"10841414","Dosimetric characteristics of the InterSource103 palladium brachytherapy source","Meigooni AS, Sowards K, Soldano M.","Med Phys. 2000 May;27(5):1093-100. doi: 10.1118/1.598991.","Meigooni AS","Med Phys","2000","2000/06/07","","","10.1118/1.598991"
"10841413","Monte Carlo modeling of radiation dose distributions in intravascular radiation therapy","Stabin MG, Konijnenberg M, Knapp FF Jr, Spencer RH.","Med Phys. 2000 May;27(5):1086-92. doi: 10.1118/1.598973.","Stabin MG","Med Phys","2000","2000/06/07","","","10.1118/1.598973"
"10841412","Monte Carlo-aided dosimetry of the Symmetra model I25.S06 125I, interstitial brachytherapy seed","Hedtjärn H, Carlsson GA, Williamson JF.","Med Phys. 2000 May;27(5):1076-85. doi: 10.1118/1.598990.","Hedtjärn H","Med Phys","2000","2000/06/07","","","10.1118/1.598990"
"10841411","Isotope choice and the effect of edema on prostate brachytherapy dosimetry","Butler WM, Merrick GS, Dorsey AT, Lief JH.","Med Phys. 2000 May;27(5):1067-75. doi: 10.1118/1.598972.","Butler WM","Med Phys","2000","2000/06/07","","","10.1118/1.598972"
"10841410","Dosimetric effects of needle divergence in prostate seed implant using 125I and 103Pd radioactive seeds","Nath S, Chen Z, Yue N, Trumpore S, Peschel R.","Med Phys. 2000 May;27(5):1058-66. doi: 10.1118/1.598971.","Nath S","Med Phys","2000","2000/06/07","","","10.1118/1.598971"
"10841409","Catheter autoreconstruction in computed tomography based brachytherapy treatment planning","Milickovic N, Giannouli S, Baltas D, Lahanas M, Kolotas C, Zamboglou N, Uzunoglu N.","Med Phys. 2000 May;27(5):1047-57. doi: 10.1118/1.598995.","Milickovic N","Med Phys","2000","2000/06/07","","","10.1118/1.598995"
"10841408","Generation of uniformly distributed dose points for anatomy-based three-dimensional dose optimization methods in brachytherapy","Lahanas M, Baltas D, Giannouli S, Milickovic N, Zamboglou N.","Med Phys. 2000 May;27(5):1034-46. doi: 10.1118/1.598970.","Lahanas M","Med Phys","2000","2000/06/07","","","10.1118/1.598970"
"10841407","A manual algorithm for computing dwell times for two-catheter endobronchial treatments using HDR brachytherapy","Ezzell GA.","Med Phys. 2000 May;27(5):1030-3. doi: 10.1118/1.598969.","Ezzell GA","Med Phys","2000","2000/06/07","","","10.1118/1.598969"
"10841406","In-phantom response of LiF TLD-100 for dosimetry of 192Ir HDR source","Pradhan AS, Quast U.","Med Phys. 2000 May;27(5):1025-9. doi: 10.1118/1.598968.","Pradhan AS","Med Phys","2000","2000/06/07","","","10.1118/1.598968"
"10841405","A method to check the accuracy of dose computation using quality index: application to scatter contribution in high energy photon beams","Caneva S, Rosenwald JC, Zefkili S.","Med Phys. 2000 May;27(5):1018-24. doi: 10.1118/1.598967.","Caneva S","Med Phys","2000","2000/06/07","","","10.1118/1.598967"
"10841404","A systematic evaluation of air cavity dose perturbation in megavoltage x-ray beams","Li XA, Yu C, Holmes T.","Med Phys. 2000 May;27(5):1011-7. doi: 10.1118/1.598966.","Li XA","Med Phys","2000","2000/06/07","","","10.1118/1.598966"
"10841403","Application of radiosurgery principles to a target in the breast: a dosimetric study","Jozsef G, Luxton G, Formenti SC.","Med Phys. 2000 May;27(5):1005-10. doi: 10.1118/1.598965.","Jozsef G","Med Phys","2000","2000/06/07","","","10.1118/1.598965"
"10841402","Optimization of radiosurgery treatment planning via mixed integer programming","Lee EK, Fox T, Crocker I.","Med Phys. 2000 May;27(5):995-1004. doi: 10.1118/1.598964.","Lee EK","Med Phys","2000","2000/06/07","","","10.1118/1.598964"
"10841401","Truncation of blood curves to enhance imaging and therapy with monoclonal antibodies","Williams LE, Liu A, Wu AM, Yazaki PJ, Yamauchi DM, Lopatin G, Raubitschek AA, Wong JY.","Med Phys. 2000 May;27(5):988-94. doi: 10.1118/1.598963.","Williams LE","Med Phys","2000","2000/06/07","","","10.1118/1.598963"
"10841400","A practical technique for verification of three-dimensional conformal dose distributions in stereotactic radiosurgery","Robar JL, Clark BG.","Med Phys. 2000 May;27(5):978-87. doi: 10.1118/1.598962.","Robar JL","Med Phys","2000","2000/06/07","","","10.1118/1.598962"
"10841399","A dosimetric leaf-setting strategy for shaping radiation fields using a multileaf collimator","Ma L, Yu C, Sarfaraz M.","Med Phys. 2000 May;27(5):972-7. doi: 10.1118/1.598961.","Ma L","Med Phys","2000","2000/06/07","","","10.1118/1.598961"
"10841398","Dose calculation and verification of intensity modulation generated by dynamic multileaf collimators","Papatheodorou S, Rosenwald JC, Zefkili S, Murillo MC, Drouard J, Gaboriaud G.","Med Phys. 2000 May;27(5):960-71. doi: 10.1118/1.598960.","Papatheodorou S","Med Phys","2000","2000/06/07","","","10.1118/1.598960"
"10841397","Intensity modulation delivery techniques: ""step & shoot"" MLC auto-sequence versus the use of a modulator","Chang SX, Cullip TJ, Deschesne KM.","Med Phys. 2000 May;27(5):948-59. doi: 10.1118/1.598989.","Chang SX","Med Phys","2000","2000/06/07","","","10.1118/1.598989"
